recall,precision
0.8421052631578947,0.1553398058252427
0.8421052631578947,0.1568627450980392
0.8421052631578947,0.15841584158415842
0.8421052631578947,0.16
0.8421052631578947,0.16161616161616163
0.8421052631578947,0.16326530612244897
0.8421052631578947,0.16494845360824742
0.8421052631578947,0.16666666666666666
0.8421052631578947,0.16842105263157894
0.8421052631578947,0.1702127659574468
0.8421052631578947,0.17204301075268819
0.8421052631578947,0.17391304347826086
0.8421052631578947,0.17582417582417584
0.8421052631578947,0.17777777777777778
0.8421052631578947,0.1797752808988764
0.8421052631578947,0.18181818181818182
0.8421052631578947,0.1839080459770115
0.8421052631578947,0.18604651162790697
0.7894736842105263,0.17647058823529413
0.7894736842105263,0.17857142857142858
0.7894736842105263,0.18072289156626506
0.7894736842105263,0.18292682926829268
0.7368421052631579,0.1728395061728395
0.6842105263157895,0.1625
0.6842105263157895,0.16455696202531644
0.6842105263157895,0.16666666666666666
0.6842105263157895,0.16883116883116883
0.6842105263157895,0.17105263157894737
0.6842105263157895,0.17333333333333334
0.6842105263157895,0.17567567567567569
0.631578947368421,0.1643835616438356
0.631578947368421,0.16666666666666666
0.631578947368421,0.16901408450704225
0.631578947368421,0.17142857142857143
0.631578947368421,0.17391304347826086
0.631578947368421,0.17647058823529413
0.631578947368421,0.1791044776119403
0.631578947368421,0.18181818181818182
0.631578947368421,0.18461538461538463
0.631578947368421,0.1875
0.631578947368421,0.19047619047619047
0.631578947368421,0.1935483870967742
0.631578947368421,0.19672131147540983
0.631578947368421,0.2
0.631578947368421,0.2033898305084746
0.5789473684210527,0.1896551724137931
0.5789473684210527,0.19298245614035087
0.5789473684210527,0.19642857142857142
0.5789473684210527,0.2
0.5789473684210527,0.2037037037037037
0.5789473684210527,0.20754716981132076
0.5789473684210527,0.21153846153846154
0.5789473684210527,0.21568627450980393
0.5789473684210527,0.22
0.5789473684210527,0.22448979591836735
0.5789473684210527,0.22916666666666666
0.5263157894736842,0.2127659574468085
0.5263157894736842,0.21739130434782608
0.5263157894736842,0.2222222222222222
0.5263157894736842,0.22727272727272727
0.5263157894736842,0.23255813953488372
0.5263157894736842,0.23809523809523808
0.5263157894736842,0.24390243902439024
0.5263157894736842,0.25
0.5263157894736842,0.2564102564102564
0.5263157894736842,0.2631578947368421
0.5263157894736842,0.2702702702702703
0.5263157894736842,0.2777777777777778
0.5263157894736842,0.2857142857142857
0.5263157894736842,0.29411764705882354
0.5263157894736842,0.30303030303030304
0.5263157894736842,0.3125
0.5263157894736842,0.3225806451612903
0.5263157894736842,0.3333333333333333
0.5263157894736842,0.3448275862068966
0.5263157894736842,0.35714285714285715
0.5263157894736842,0.37037037037037035
0.5263157894736842,0.38461538461538464
0.47368421052631576,0.36
0.47368421052631576,0.375
0.47368421052631576,0.391304347826087
0.47368421052631576,0.4090909090909091
0.47368421052631576,0.42857142857142855
0.47368421052631576,0.45
0.42105263157894735,0.42105263157894735
0.42105263157894735,0.4444444444444444
0.3684210526315789,0.4117647058823529
0.3684210526315789,0.4375
0.3684210526315789,0.4666666666666667
0.3157894736842105,0.42857142857142855
0.2631578947368421,0.38461538461538464
0.2631578947368421,0.4166666666666667
0.21052631578947367,0.36363636363636365
0.21052631578947367,0.4
0.21052631578947367,0.4444444444444444
0.21052631578947367,0.5
0.21052631578947367,0.5714285714285714
0.15789473684210525,0.5
0.15789473684210525,0.6
0.15789473684210525,0.75
0.15789473684210525,1.0
0.0,1.0
